Category,Product Name,Location,Price,Overall Rating,Number Sold,Customer Rating,Customer Review,clean_review,Sentiment,sentiment_label,Emotion,emotion_label
Office & Stationery,Kabel Ties Cable Tie 2.5 x 150mm (15cm) CV 150 Kualitas baik - Hitam,Jakarta Utara,3650,4.9,77100,1,"butuh cepet di kirim lama di respon pun lama yang jual amanah brather,jujur nyesel gw beli di toko ini",butuh cepet kirim respons jual amanah brather jujur nyesel gw beli toko,Negative,0,Sadness,1
Office & Stationery,LAKBAN BENING / COKELAT 2 INCH X 90 YARD ( 45MM X 90 YARD) - BENING,Kota Tangerang Selatan,7500,4.9,24600,1,"kecewa, keterangannya 90 yard tapi yang datang 72 yard",kecewa terang yard yard,Negative,0,Sadness,1
Office & Stationery,LAKBAN BENING / COKELAT 2 INCH X 90 YARD ( 45MM X 90 YARD) - BENING,Kota Tangerang Selatan,7500,4.9,24600,1,tidak sesuai pesanan,sesuai pesan,Negative,0,Sadness,1
Office & Stationery,Kertas HVS A4 | 75 Grm | PaperOne,Jakarta Barat,37300,4.9,7571,1,"bungkusan barang robek, ada bagian kertas yg sudah kuning menandakan barang sudah lama terbuka. sangat mengecewakan",bungkus barang robek kertas kuning tanda barang buka kecewa,Negative,0,Sadness,1
Office & Stationery,Kertas HVS A4 | 75 Grm | PaperOne,Jakarta Barat,37300,4.9,7571,1,sangat buruk dan kecewa pakingan gak rapih cuma pake bubble warp aja jadi pas paket sampe udah sobek.,buruk kecewa paking rapih pakai bubble warp pas paket sampe sobek,Negative,0,Sadness,1
Office & Stationery,Nano Double Tape / Double Tape / Selotip Isolasi Bening Multifungsi - 1 MM,Kab. Tangerang,15000,4.8,5454,1,barang amat sangat mengecewakan tidak layak pakai.. jangankan Untuk menahan beban 2kg untuk menahan beban nya sendiri ajah GK mampu(alias GK nempel),barang kecewa layak pakai tahan beban kg tahan beban ajah gk alias gk nempel,Negative,0,Sadness,1
Office & Stationery,Kertas Kasir Struk Paper Roll 58x40mm Thermal POS Receipt Printer,Jakarta Barat,35000,4.9,97000,1,barang yg saya terima tidak sesuai pesanan. barang yg saya order adalah ukuran 58x40 tapi yg datang adalah ukuran 57x30. dan tidak ada merek kecewa bgt dan tidak mau order lagi.,barang terima sesuai pesan barang order ukur ukur merek kecewa banget order,Negative,0,Sadness,1
Office & Stationery,Lakban Solatip Isolasi OPP Bening 2 Inch 45mm x 90 Yard 45micron MURAH - 90yard - 70m,Jakarta Utara,6250,4.9,76600,1,ORDER 11 DATANGNYA CUMA 6.. SEDIH BANGET.. NOT RECOMENDED,order datang sedih banget not recomended,Negative,0,Sadness,1
Office & Stationery,Lakban Solatip Isolasi OPP Bening 2 Inch 45mm x 90 Yard 45micron MURAH - 90yard - 70m,Jakarta Utara,6250,4.9,76600,1,kecewa 90yard tipis sialan gua liat komen pada sama bilng tipis rugii,kecewa yard tipis sial gua liat komen bilng tipis rugi,Negative,0,Sadness,1
Office & Stationery,Lakban Solatip Isolasi OPP Bening 2 Inch 45mm x 90 Yard 45micron MURAH - 90yard - 70m,Jakarta Utara,6250,4.9,76600,1,lakban tipis bukan 90 yard kecewa,lakban tipis yard kecewa,Negative,0,Sadness,1
Office & Stationery,Lakban Solatip Isolasi OPP Bening 2 Inch 45mm x 90 Yard 45micron MURAH - 90yard - 70m,Jakarta Utara,6250,4.9,76600,1,"kecewa sekali tidak sesuai descripsi, ukuran 90 yard, boong banget, sangat tipis sekali.",kecewa sesuai descripsi ukur yard boong banget tipis,Negative,0,Sadness,1
Office & Stationery,Lakban Bening Coklat 2 inch x 90 yard ( 45mm x 90 yard) setara daimaru - Bening,Jakarta Barat,7300,4.9,444300,1,pelayanan mengecewakan,layan kecewa,Negative,0,Sadness,1
Office & Stationery,Lakban Bening Coklat 2 inch x 90 yard ( 45mm x 90 yard) setara daimaru - Bening,Jakarta Barat,7300,4.9,444300,1,Respon jelek,respons buruk,Negative,0,Sadness,1
Office & Stationery,Lakban Bening Coklat 2 inch x 90 yard ( 45mm x 90 yard) setara daimaru - Bening,Jakarta Barat,7300,4.9,444300,1,gampang putus :( kurang mantep dipake nya,gampang putus mantap pakai,Negative,0,Sadness,1
Office & Stationery,"Double tape 3M VHB 24mm x 4,5mtr - Lem 3M - Double tape 3m - 24mm X4,5mtr",Jakarta Barat,35000,4.9,5008,1,"ini sih bukan 3m asli mengecewakan ,udah beli 10 tp gini",original kecewa beli gin,Negative,0,Sadness,1
Office & Stationery,Joyko Permanent Marker Spidol Permanen Dual Tip - Black,Jakarta Utara,3200,4.9,12700,1,"Tutup retak sehingga saat diterima, sudah lepas dari markernya. Marker jadi kering. Kecewa banget.",tutup retak terima lepas markernya marker kering kecewa banget,Negative,0,Sadness,1
Office & Stationery,Gel Pen Pulpen Pena Joyko GP-330 Big Fill Gel 0.5 mm - Black,Jakarta Utara,1700,4.9,15700,1,"Sori to say, review jujur ini bikin kecewa pelanggan sih. Barang habis tapi tidak dikonfirmasi dulu sblm dikirim. Min, mon maap kan ada teknologi chat di aplikasi ya, knp kok ngga konfirmasi dulu di chat? Saya sudah terlanjur klik pesanan selesai, tidak bisa ajukan pengembalian dana. Pembeli yg lain silakan dicermati kalau mau beli disini ya, hati2. Makasih.",sori to say review jujur bikin kecewa langgan barang habis konfirmasi sblm kirim min mon maap teknologi chat aplikasi knp konfirmasi chat lanjur klik pesan selesai aju kembali dana beli sila cermat beli hati terima kasih,Negative,0,Sadness,1
Office & Stationery,Deli mini cutter portabel durable cute size E2050 - Biru,Kab. Tangerang,4500,4.9,9846,1,"belum tahu dimana keberadaannya, setelah dibuka bungkusannya ternyata tidak dikirim bersamaan dengan paket diskon yg lain. saya sebaga pembeli juga salah karena langsung menyelesaikan transaksi begitu dapat kabar ada paket dari satpam tanpa memeriksanya. mengecewakan sekali pelayanan Deli meskipun diskon.",mana ada buka bungkus kirim sama paket diskon sebaga beli salah selesai transaksi kabar paket satpam periksa kecewa layan deli diskon,Negative,0,Sadness,1
Office & Stationery,Deli buku Agenda A5/B5 60 Halaman Landscape 3 warna 2420X - A5,Kab. Tangerang,22000,4.8,572,1,"Minta yg pink, dikirim yg biru, terus Dapet yang penyok :( kecewa banget ih",pink kirim biru dapet penyok kecewa banget ih,Negative,0,Sadness,1
Office & Stationery,Artpedia Schedule Board Pastel Colour / Schedule Board warna pastel - Green Pastel,Kota Bandung,12000,4.9,2792,1,"udahhh responnya lama . estimasi 11-12 Dateng ya 13. carabungkusnya ga rapih, dalemannya ristek pulaaa . kecewa sihh ini mah !!!!",udahh responnya estimasi dateng carabungkusnya rapih dalem ristek pulaa kecewa sihh mah,Negative,0,Sadness,1
Office & Stationery,Lakban Bening KSATRIA Tape 100 Yard (1 Slop),Jakarta Pusat,55020,5.0,3108,1,"Jelek banget lakbannya, sangat tipis dan terlalu lengket.. yg lengket malah 2 sisi yaitu bagian bawah dan atas jadinya sangat mengganggu... ??karna bisa mengakibatkan paket orang lain menempel pada paket kita dan penyok!??",buruk banget lakbannya tipis lengket lengket sisi ganggu akibat paket tempel paket penyok,Negative,0,Anger,4
Office & Stationery,Gel Pen / Pulpen / Pena Joyko GP-265 / Q Gel / 0.5 mm - Black,Jakarta Utara,5500,4.9,63300,1,Sellernya sombong dan gak sopan!,sellernya sombong sopan,Negative,0,Anger,4
Office & Stationery,Gel Pen / Pulpen / Pena Joyko GP-265 / Q Gel / 0.5 mm - Black,Jakarta Utara,5500,4.9,63300,1,Kacau beli lebih dari 1 lusin gak di kardusin.,kacau beli lusin kardusin,Negative,0,Anger,4
Office & Stationery,Gel Pen / Pulpen / Pena Joyko GP-265 / Q Gel / 0.5 mm - Black,Jakarta Utara,5500,4.9,63300,1,"KURANG TELITI, SAYA PESAN HITAM 1 DAN MERAH 1 YG DIKIRIM HITAM SEMUA",teliti pesan hitam merah kirim hitam,Negative,0,Anger,4
Office & Stationery,kalkulator citizen 868L best seller,Jakarta Pusat,38500,4.9,2965,1,barang datang dalam kondisi rusak parah.lcd pecah.,barang kondisi rusak parah lcd pecah,Negative,0,Anger,4
Office & Stationery,kalkulator citizen 868L best seller,Jakarta Pusat,38500,4.9,2965,2,"Sudah punya jenis yg sama Made in China juga, tapi yg ini bahannya lebih jelek.",jenis made in china bahan buruk,Negative,0,Anger,4
Office & Stationery,Correction Tape / Pita Koreksi Joyko CT-522,Jakarta Utara,5640,4.9,11100,1,"Seller TDK Kooperatif, menyebalkan!!!!",jual kooperatif sebal,Negative,0,Anger,4
Office & Stationery,Refill Isi Pulpen Frixion Pilot 0.7/0.5 atk - 0.5 HITAM,Jakarta Barat,11799,4.9,38000,1,Beli bolpen dan refill... kok yg dikirim mainan anak. Bagaimana tanggung jawab toko nih!!!,beli bolpen refill kirim main anak tanggung toko nih,Negative,0,Anger,4
Office & Stationery,Refill Isi Pulpen Frixion Pilot 0.7/0.5 atk - 0.5 HITAM,Jakarta Barat,11799,4.9,38000,1,Pelayanannya sangat buruk,layan buruk,Negative,0,Anger,4
Office & Stationery,Kabel Ties Cable Tie 2.5 x 150mm (15cm) CV 150 Kualitas baik - Putih,Jakarta Utara,3650,4.9,77000,1,sangat sangat sangat sangat slow respon,lambat respons,Negative,0,Anger,4
Office & Stationery,Deli Meteran Mini Plastik bahan pita fiberglass tidak mudah kerut 8214,Kab. Tangerang,14000,4.8,1928,1,barangnya tidak ada di kemasan,barang kemas,Negative,0,Anger,4
Office & Stationery,Deli Meteran Mini Plastik bahan pita fiberglass tidak mudah kerut 8214,Kab. Tangerang,14000,4.8,1928,1,"seller busuk, packing sembarangan ga niat, info produk nipu.. blgnya 7.5m tp kenyataannya 1.5m, jujur dikit bos kl jualan",jual busuk kemas sembarang niat info produk nipu blgnya nyata jujur dikit bos kl jual,Negative,0,Anger,4
Office & Stationery,Deli Business Notebook Leather Cover 25K Buku Catatan Bahan Kulit 7911 - 25K 120 LEMBAR,Kab. Tangerang,30000,4.8,3110,1,adminnya kebanyakan bac00t.. lamban bgt.. kecewa banget dehhh,adminnya banyak bac lamban banget kecewa banget dehh,Negative,0,Anger,4
Office & Stationery,Deli Business Notebook Leather Cover 25K Buku Catatan Bahan Kulit 7911 - 25K 120 LEMBAR,Kab. Tangerang,30000,4.8,3110,1,"pelayanan sangat buruk, no debat!",layan buruk no debat,Negative,0,Anger,4
Office & Stationery,Deli Business Notebook Leather Cover 25K Buku Catatan Bahan Kulit 7911 - 25K 120 LEMBAR,Kab. Tangerang,30000,4.8,3110,1,Pengiriman lama banget. Dari order - tiba di tujuan 7 hari. Padahal order tempat lain 2 hari sampai,kirim banget order tuju order,Negative,0,Anger,4
Office & Stationery,Kertas HVS A4 | 75 Grm | PaperOne,Jakarta Barat,37300,4.9,7560,1,packing buruk. kertas sampai pada sobek bungkusnya.,kemas buruk kertas sobek bungkus,Negative,0,Anger,4
Office & Stationery,Kertas HVS A4 | 75 Grm | PaperOne,Jakarta Barat,37300,4.9,7560,1,"tokonya songgong brg rusak minta dibebanin ke konsumen, ngak usah jd penjual kalo bubble dibebankan ke. pembeli",toko songgong brg rusak dibebanin konsumen ngak jd jual bubble beban beli,Negative,0,Anger,4
Office & Stationery,Deli mini cutter portabel durable cute size E2050 - Biru,Kab. Tangerang,4500,4.9,9838,1,Pesan barang tapi pas promo 11.11 tapi tidak dikirim malah disuruh refund duit yg dikirim cuma barang hak sale! GAJELAS SALE NYA! Nipu bgt itu sale padahal official store,pesan barang pas promo kirim suruh refund duit kirim barang hak sale gajelas sale nipu banget sale official store,Negative,0,Anger,4
Office & Stationery,Deli mini cutter portabel durable cute size E2050 - Biru,Kab. Tangerang,4500,4.9,9838,1,pengiriman lama banget parah,kirim banget parah,Negative,0,Anger,4
Office & Stationery,Deli mini cutter portabel durable cute size E2050 - Biru,Kab. Tangerang,4500,4.9,9838,1,Minta warna putih dikasih hijau.. Seller banyak alasan babibu..,warna putih kasih hijau jual alas babibu,Negative,0,Anger,4
Office & Stationery,Kertas HVS Paper One A4 - 80 gr,Jakarta Selatan,41800,5.0,8205,1,BARANG PECAH DIKIRIM,barang pecah kirim,Negative,0,Anger,4
Office & Stationery,Label Barcode 100 X 150 mm Kertas Sticker Direct Thermal 100x150 350pc,Jakarta Barat,48500,4.7,306,1,ini seller ngeyel bgt.. uda 3x belanjanya thermal 100x150 dgn beratnya 900gr per roll.. kali ini dpt 12 roll berat 600gr.. diminta retur byk x alasan.. jelas ini penurunan kualitas atao isi.. silahkan kalian yg srg belanja cek aja.. jualan kgk usa bgitunya..,jual ngeyel banget uda belanja thermal berat gr roll dpt roll berat gr retur byk alas turun kualitas atao isi silah srg belanja cek jual kgk usa bgitunya,Negative,0,Anger,4
Office & Stationery,LAKBAN BENING / COKELAT 2 INCH X 90 YARD ( 45MM X 90 YARD) - BENING,Kota Tangerang Selatan,7500,4.9,24600,1,FIX BUKAN 90YARD TERNYATA TEBALNYA HANYA 9 mm TIPIS BOSS GAK SESUAI JUDUL!!!,fix yard tebal milimeter tipis boss sesuai judul,Negative,0,Anger,4
Office & Stationery,Kertas HVS A4 | 75 Grm | PaperOne,Jakarta Barat,37300,4.9,7571,1,"tokonya songgong brg rusak minta dibebanin ke konsumen, ngak usah jd penjual kalo bubble dibebankan ke. pembeli",toko songgong brg rusak dibebanin konsumen ngak jd jual bubble beban beli,Negative,0,Anger,4
Office & Stationery,Kertas Kasir Struk Paper Roll 58x40mm Thermal POS Receipt Printer,Jakarta Barat,35000,4.9,97000,1,"pengiriman lamaaaaaa banget, sampai sudah beli ditempat lain baru datang, pengiriman lebih 1 bulan...kacau ??",kirim lamaa banget beli tempat kirim kacau,Negative,0,Anger,4
Office & Stationery,Lakban Solatip Isolasi OPP Bening 2 Inch 45mm x 90 Yard 45micron MURAH - 90yard - 70m,Jakarta Utara,6250,4.9,76600,1,"BELI 11, DIKIRIM CUMA 6, KOMPLAIN NO RESPON, GAK SOLUTIF, RUGI BELI DISINI, KAPOK ??????",beli kirim komplain no respons solutif rugi beli kapok,Negative,0,Anger,4
Office & Stationery,Lakban Solatip Isolasi OPP Bening 2 Inch 45mm x 90 Yard 45micron MURAH - 90yard - 70m,Jakarta Utara,6250,4.9,76600,1,"toko benalu, gk jelas barangnya.. sampah",toko benalu gk barang sampah,Negative,0,Anger,4
Office & Stationery,Lakban Solatip Isolasi OPP Bening 2 Inch 45mm x 90 Yard 45micron MURAH - 90yard - 70m,Jakarta Utara,6250,4.9,76600,1,"nipu,ini mah bukan 90 yard wkwkwk kaco",nipu mah yard wkwkwk kaco,Negative,0,Anger,4
Office & Stationery,Lakban Bening Coklat 2 inch x 90 yard ( 45mm x 90 yard) setara daimaru - Bening,Jakarta Barat,7300,4.9,444300,1,sellernya aneh.. jawabnya apa.. yg dilakuin apa.. ga singkron . ribet,sellernya aneh dilakuin singkron ribet,Negative,0,Anger,4
Office & Stationery,"Double tape 3M VHB 24mm x 4,5mtr - Lem 3M - Double tape 3m - 24mm X4,5mtr",Jakarta Barat,35000,4.9,5008,1,Barang nya kw!!! Lengket sangat lemah beda dengan 3M ori,barang kw lengket lemah beda original,Negative,0,Anger,4
Office & Stationery,Deli mini cutter portabel durable cute size E2050 - Biru,Kab. Tangerang,4500,4.9,9846,1,Pesan barang tapi pas promo 11.11 tapi tidak dikirim malah disuruh refund duit yg dikirim cuma barang hak sale! GAJELAS SALE NYA! Nipu bgt itu sale padahal official store,pesan barang pas promo kirim suruh refund duit kirim barang hak sale gajelas sale nipu banget sale official store,Negative,0,Anger,4
Office & Stationery,Deli mini cutter portabel durable cute size E2050 - Biru,Kab. Tangerang,4500,4.9,9846,1,"BARANG TIDAK DIKIRIM, DELI RAJA DRAMA DI ECOM SINI ATUPUN ORANYE. JANGAN LAGI BELI DISINI KALO MEREKA NGADAIN PROMO. SAAT COMPLAIN DAN MAU KEKURANGAN BARANG DIKIRIM PUN TIDAK DI ACC ALASAN STOK KOSONG. JADI DANA DIKEMBALIKAN SESUAI HARGA PROMO. KALO GA NIAT BIKIN PROMO TOLONG GA USAH BIKIN, KALO NAMA DELI JELEK KAN DELI SENDIRI YANG RUGI. BYE GA AKAN BELI DELI LAGI",barang kirim deli raja drama ecom atupun oranye beli ngadain promo complain kurang barang kirim acc alas stok kosong dana kembali sesuai harga promo niat bikin promo tolong bikin nama deli buruk deli rugi bye beli deli,Negative,0,Anger,4
Office & Stationery,Deli mini cutter portabel durable cute size E2050 - Biru,Kab. Tangerang,4500,4.9,9846,1,Minta warna putih dikasih hijau.. Seller banyak alasan babibu..,warna putih kasih hijau jual alas babibu,Negative,0,Anger,4
Office & Stationery,"Notebook #Binding/ Custom/ Planner Dotted/ Grid/ Journal/ Agenda - garis, Hitam",Kota Tangerang Selatan,85000,4.9,3294,1,"Pengiriman lama, barang nya cacat tolong diperbaiki layanan nya !",kirim barang cacat tolong baik layan,Negative,0,Anger,4
Office & Stationery,"Notebook #Binding/ Custom/ Planner Dotted/ Grid/ Journal/ Agenda - garis, Hitam",Kota Tangerang Selatan,85000,4.9,3294,1,"Salah kirim produk, admin lama banget balesnya. Proses retur gak jelas",salah kirim produk admin banget balesnya proses retur,Negative,0,Anger,4
Office & Stationery,Document Bag Tas Dokumen Joyko DCB-49 - Bill,Jakarta Utara,18200,4.9,1555,1,"barang tidak sampai,kembalikan uang saya..!!!",barang kembali uang,Negative,0,Anger,4
Office & Stationery,Deli Cartoon Sticker / Stiker Kartun Bisa Ditempel Dimana Saja 2592X - Merah Muda,Kab. Tangerang,5000,4.4,2113,1,ga dikirim payah,kirim payah,Negative,0,Anger,4
Office & Stationery,Deli Cartoon Sticker / Stiker Kartun Bisa Ditempel Dimana Saja 2592X - Merah Muda,Kab. Tangerang,5000,4.4,2113,1,barangnya gajelas masa beli 6 dikirim dua,barang gajelas beli kirim,Negative,0,Anger,4
Office & Stationery,Pengikat Kabel / Penggulung Cable / Binder Klip Cable / Cord Holder - Hitam,Jakarta Utara,900,4.9,20700,1,"pihak toko tidak jelas, di minta barang a yg datang barang b, dan pihak toko merasa benar, ada barang yg ga di kirim pengambalian 14 hari katanua sd skrg juga blm",toko barang barang toko barang kirim pengambalian katanua sd,Negative,0,Anger,4
Office & Stationery,Cable Ties Nylon Kabel Tis Pengikat Nilon Joyko - CBT-9 10cm,Jakarta Utara,3900,4.9,6258,1,Pengiriman lambat polllllll!!! Ga pantes jadi official Store.,kirim lambat poll pantes official store,Negative,0,Anger,4
Office & Stationery,( ISI 30 Roll) Kertas Print Kasir thermal paper Roll 57 x 30 / 57x30,Kota Tangerang Selatan,58500,4.9,2294,5,belanja disini mantap pengiriman cepat dan barangnya rekomended dan packing aman dan rapi bakal belanja lagi disini insyaallah,belanja mantap kirim cepat barang rekomended kemas aman rapi belanja insyaallah,Positive,1,Love,3
Office & Stationery,( ISI 30 Roll) Kertas Print Kasir thermal paper Roll 57 x 30 / 57x30,Kota Tangerang Selatan,58500,4.9,2294,5,"Real pict, real spek, packing rapih dan sangat aman walaupun kertas printer thermal tp dikasih label fragile, sellernya recomended sekali, mantaaabbbss ??",real pict real spek kemas rapih aman kertas printer thermal kasih label fragile sellernya recomended mantaabbss,Positive,1,Love,3
Office & Stationery,( ISI 30 Roll) Kertas Print Kasir thermal paper Roll 57 x 30 / 57x30,Kota Tangerang Selatan,58500,4.9,2294,5,Thanks gan paket udah mendarat dengan selamat...pelayanan ok mantab..super fast respon..top very recomended seller,terima kasih gan paket darat selamat layan mantab super cepat respons bagus very recomended jual,Positive,1,Love,3
Office & Stationery,Gel Pen / Pulpen / Pena Joyko GP-265 / Q Gel / 0.5 mm - Black,Jakarta Utara,5500,4.9,63300,5,"Merek pena favoritt, murah, tintanya nyata, ga pernah macet, selalu smooth klo buat nulis",merek pena favoritt murah tinta macet smooth nulis,Positive,1,Love,3
Office & Stationery,Joyko Whiteboard Marker Spidol Papan Putih - Black,Jakarta Utara,6400,4.9,15800,5,"Waaah seneng bgt beli peralatan tulis di Joyko, lengkaaap, barangnya bagus semua, harga terjangkau, sellernya fast respon, anak2 happy, top deh pokoknya ???",waah neng banget beli alat tulis joyko lengkaap barang bagus harga jangkau sellernya cepat respons anak happy bagus pokok,Positive,1,Love,3
Office & Stationery,Ball Pen Pulpen Pena Joyko BP-273 Zeto 0.7 mm 1 Box 12 Pcs,Jakarta Utara,9300,4.9,8129,5,mantappppppppppppppppppppppppppppppppp,mantapp,Positive,1,Love,3
